ad_callout_id,callout_name,callout_class,columnname,ad_table_id
3C9DEC9042534CFA8C74B83D28CA777D,SE_Locator_Activate,org.openbravo.erpCommon.ad_callouts.SE_Locator_Activate,IsActive,190
3C9DEC9042534CFA8C74B83D28CA777D,SE_Locator_Activate,org.openbravo.erpCommon.ad_callouts.SE_Locator_Activate,IsActive,207
